"Title","ID","State","Session","Chamber","Introduction Date"
"REQUESTING THE MAYOR AND COUNCIL OF THE CITY AND COUNTY OF HONOLULU TO HONOR "GENERAL" JOHN H. ROGERS, JR., FOR DEDICATED SERVICE TO OUR COUNTRY.","SR 97","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE CONVENING OF A TASK FORCE TO STUDY THE SOCIAL, ECONOMIC, AND RELIGIOUS IMPACTS OF ENACTING MARRIAGE EQUALITY IN HAWAII.","SCR 166","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"ENCOURAGING THE COUNTY OF HAWAII TO CONTINUE NEGOTIATIONS WITH THE PRIVATE LESSEE OF STATE LAND TO MUTUALLY CANCEL THE LEASE OR, ALTERNATIVELY, TO OBTAIN A PUBLIC EASEMENT IN FAVOR OF THE COUNTY TO ALLOW THE COUNTY TO PROCEED WITH ITS PLANS FOR THE WAIMEA TRAILS AND GREENWAYS TRAILHEAD AND COUNTY PARK.","SCR 172","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE HAWAII STATE FOUNDATION ON CULTURE AND THE ARTS TO CONVENE A WORKING GROUP TO CHOOSE A LOCATION FOR, BUILD, AND OPERATE AN INFORMATIONAL KIOSK FOR THE PUBLIC IN THE HAWAII CAPITAL HISTORIC DISTRICT.","SR 10","hi","2013 Regular Session","upper","2013-02-04 00:00:00"
"URGING HAWAII'S CONGRESSIONAL DELEGATION TO SUPPORT CONTINUED FUNDING FOR THE CONGRESSIONALLY DIRECTED MEDICAL RESEARCH PROGRAM FOR NEUROFIBROMATOSIS.","SCR 62","hi","2013 Regular Session","upper","2013-03-01 00:00:00"
"REQUESTING THE GOVERNOR TO ESTABLISH A WORKING GROUP TO DEVELOP A CONSERVATION ACTION PLAN TO EXPLORE AND IDENTIFY CONSERVATION ALTERNATIVES FOR THE UNDEVELOPED PORTIONS OF THE TURTLE BAY HOTEL AND RESORT PROPERTY AND SURROUNDING LANDS WITH CONSERVATION OR HISTORIC VALUE.","SR 121","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"RECOGNIZING SEPTEMBER 21, 2013, AS HYDROCEPHALUS AWARENESS DAY IN HAWAII.","SR 57","hi","2013 Regular Session","upper","2013-03-11 00:00:00"
"RECOGNIZING THE WEEK OF OCTOBER 6 THROUGH 13, 2013, AS "HAWAII FISHING AND SEAFOOD WEEK".","SR 65","hi","2013 Regular Session","upper","2013-03-12 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO MEET WITH INTERESTED PARTIES TO EXAMINE THE FEASIBILITY OF ESTABLISHING A BOXING PILOT PROGRAM IN AT LEAST ONE OF HAWAII'S PUBLIC HIGH SCHOOLS.","SR 8","hi","2013 Regular Session","upper","2013-01-31 00:00:00"
"URGING THE DEPARTMENT OF COMMERCE AND CONSUMER AFFAIRS AND THE HAWAII PSYCHOLOGICAL ASSOCIATION TO DEVELOP DRAFT LEGISLATION ESTABLISHING, IMPLEMENTING, AND MONITORING CONTINUING EDUCATION REQUIREMENTS FOR ALL LICENSED PSYCHOLOGISTS IN HAWAII.","SR 53","hi","2013 Regular Session","upper","2013-03-11 00:00:00"
"REQUESTING THE HAWAII STATE CENTER FOR NURSING TO CONVENE A WORKING GROUP COMPOSED OF VARIOUS STATE AGENCIES TO IDENTIFY BARRIERS RELATING TO THE PRACTICE OF ADVANCED PRACTICE REGISTERED NURSES TO THE FULL EXTENT OF THE NURSES' EDUCATION AND TRAINING IN THE STATE.","SR 34","hi","2013 Regular Session","upper","2013-03-01 00:00:00"
"URGING HAWAII RESIDENTS AND BUSINESSES TO COMPLY WITH THE CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA AND NOT TO BUY OR SELL IVORY OF UNKNOWN ORIGIN THAT MAY HAVE BEEN ILLEGALLY SMUGGLED INTO THE STATE.","SCR 149","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF PUBLIC SAFETY AND THE HAWAII PAROLING AUTHORITY TO CREATE A THREE-YEAR PILOT PROGRAM FOR MEDICAL OR COMPASSIONATE RELEASE OF CERTAIN ILL, DISABLED, AND GERIATRIC INMATES WHO POSE A LOW RISK TO PUBLIC SAFETY.","SR 147","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"AUTHORIZING THE ISSUANCE OF A NON-EXCLUSIVE EASEMENT COVERING A PORTION OF STATE SUBMERGED LANDS PURSUANT TO SECTION 171-53, HAWAII REVISED STATUTES, RELATING TO RECLAMATION AND DISPOSITION OF SUBMERGED OR RECLAIMED PUBLIC LAND.","SCR 106","hi","2013 Regular Session","upper","2013-03-12 00:00:00"
"REQUESTING THE BOARD OF EDUCATION TO RESEARCH STATE MODELS AND BEST PRACTICES ON HOME SCHOOLED STUDENT PARTICIPATION IN PUBLIC SCHOOL EXTRACURRICULAR ACTIVITIES AND SPORTS AND EXPLORE IMPLEMENTATION OF SUCH A PROGRAM IN HAWAII.","SR 43","hi","2013 Regular Session","upper","2013-03-07 00:00:00"
"STRONGLY URGING HAWAII'S CONGRESSIONAL DELEGATION TO SEEK AND OBTAIN ADDITIONAL FEDERAL AID TO THE STATE OF HAWAI‘I FOR THE PROVISION OF EDUCATIONAL SERVICES TO MIGRANTS FROM THE COMPACT OF FREE ASSOCIATION NATIONS.","SCR 169","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT A STUDY OF THE POTENTIAL REGULATION OF UNACCREDITED DEGREE GRANTING INSTITUTIONS IN THE STATE.","SCR 119","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE HAWAII STATE CIVIL DEFENSE TO CONDUCT A STUDY REGARDING WHAT ACTIONS SHOULD BE TAKEN WHEN PEOPLE REFUSE TO LEAVE THEIR HOMES OR CLOSE THEIR BUSINESSES LOCATED IN EVACUATION ZONES DURING NATURAL DISASTERS.","SR 47","hi","2013 Regular Session","upper","2013-03-07 00:00:00"
"REQUESTING THE HAWAII PAROLING AUTHORITY TO THOROUGHLY CONSIDER GRANTING PAROLE TO CLASS A, CLASS B, AND CLASS C FELONS BEFORE THE EXPIRATION OF THEIR MAXIMUM TERMS.","SR 79","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO UNDERTAKE A SYSTEMWIDE REVIEW OF ITS OVERSIGHT, MONITORING, AND ACCOUNTABILITY OF THE OPERATIONAL AND FISCAL PRACTICES OF THE DEPARTMENT'S SCHOOL FOOD SERVICES BRANCH.","SCR 97","hi","2013 Regular Session","upper","2013-03-11 00:00:00"
"REQUESTING THE HAWAII TOURISM AUTHORITY TO PRODUCE A RECREATIONAL SAFETY VIDEO FOR VISITORS AND WORK WITH AIRLINE COMPANIES, HOTELS, AND OTHER COMPANIES IN THE VISITOR INDUSTRY TO PROMOTE THE SHOWING OF THE VIDEO.","SR 103","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"ENCOURAGING THE UNIVERSITY OF HAWAII ADMINISTRATION TO ESTABLISH AND IMPLEMENT A TOBACCO-FREE UNIVERSITY POLICY FOR ALL UNIVERSITY CAMPUSES AND FACILITIES.","SR 118","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO UNDERTAKE A SYSTEMWIDE REVIEW OF ITS OVERSIGHT, MONITORING, AND ACCOUNTABILITY OF THE OPERATIONAL AND FISCAL PRACTICES OF THE DEPARTMENT'S SCHOOL FOOD SERVICES BRANCH.","SR 63","hi","2013 Regular Session","upper","2013-03-11 00:00:00"
"REQUESTING THE COUNCIL OF THE CITY AND COUNTY OF HONOLULU TO RENAME A PORTION OF CORAL STREET TO "LEX BRODIE STREET".","SR 24","hi","2013 Regular Session","upper","2013-02-28 00:00:00"
"REQUESTING THE CONVENING OF A TASK FORCE TO STUDY THE SOCIAL, ECONOMIC, AND RELIGIOUS IMPACTS OF ENACTING MARRIAGE EQUALITY IN HAWAII.","SR 123","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"APPROVING THE SALE OF THE LEASED FEE INTEREST IN 643 PAPAHEHI PLACE, HONOLULU, HAWAII.","SCR 11","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE UNIVERSITY OF HAWAII AT HILO TO ESTABLISH A FORMAL ASSOCIATION WITH THE RISE 21ST CENTURY AFTER SCHOOL PROGRAM.","SR 94","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"STRONGLY URGING HAWAII'S CONGRESSIONAL DELEGATION TO SEEK AND OBTAIN ADDITIONAL FEDERAL AID TO THE STATE OF HAWAI‘I FOR THE PROVISION OF EDUCATIONAL SERVICES TO MIGRANTS FROM THE COMPACT OF FREE ASSOCIATION NATIONS.","SR 126","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE GOVERNOR, DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT, AND TOURISM, BOARD OF REGENTS OF THE UNIVERSITY OF HAWAI‘I, BOARD OF EDUCATION, AND HAWAI‘I'S CONGRESSIONAL DELEGATION TO STRENGTHEN THE SISTER-STATE RELATIONSHIP WITH TAIWAN IN COMMEMORATION OF THE TWENTIETH ANNIVERSARY OF THE SISTER-STATE RELATIONSHIP BETWEEN HAWAI‘I AND TAIWAN.","SCR 61","hi","2013 Regular Session","upper","2013-03-01 00:00:00"
"URGING ALL HEALTH CARE PROVIDERS IN HAWAII THAT PERFORM ORGAN TRANSPLANTATION TO CONSIDER PLACING HIV-POSITIVE PATIENTS WHO NEED AN ORGAN TRANSPLANT ON AN ORGAN TRANSPLANT WAITLIST.","SR 52","hi","2013 Regular Session","upper","2013-03-08 00:00:00"
"SUPPORTING THE EFFORTS OF NON-GOVERNMENTAL ENTITIES THAT HELP LOCAL AGRICULTURAL PRODUCERS MEET FEDERAL FOOD SAFETY AND FOOD SECURITY REQUIREMENTS.","SR 38","hi","2013 Regular Session","upper","2013-03-05 00:00:00"
"SUBMITTING TO THE LEGISLATURE OF THE STATE OF HAWAII FOR REVIEW OF ACTION TAKEN BY THE BOARD OF LAND AND NATURAL RESOURCES ON A LAND EXCHANGE.","SCR 20","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"RECOGNIZING AND SUPPORTING THE NATIVE HAWAIIAN HOSPITALITY ASSOCIATION FOR THEIR EFFORTS IN PREPARING FOR THE DESIGNATION OF WAIKIKI - KAUHALE O HO'OKIPA AS A HAWAII STATE AND NATIONAL SCENIC BYWAY.","SR 49","hi","2013 Regular Session","upper","2013-03-07 00:00:00"
"REQUESTING HAWAII'S CONGRESSIONAL DELEGATION TO PROPOSE AMENDMENTS TO THE AIRLINE DEREGULATION ACT TO EXEMPT HAWAII FROM THE UNITED STATES' PREEMPTION OF STATE ECONOMIC REGULATION OF INTERSTATE AIR TRANSPORTATION.","SR 84","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE UNIVERSITY OF HAWAII AT HILO TO ESTABLISH A FORMAL ASSOCIATION WITH THE RISE 21ST CENTURY AFTER SCHOOL PROGRAM.","SCR 132","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE BOARD OF EDUCATION, AS PART OF ITS DEVELOPMENT OF A COMPREHENSIVE HAWAIIAN STUDIES PROGRAM, TO CREATE A COALITION TO ADDRESS THE ISSUE OF DEVELOPING ASSESSMENTS IN THE HAWAIIAN LANGUAGE FOR HAWAIIAN LANGUAGE IMMERSION STUDENTS TO MORE ACCURATELY MEASURE THEIR ACADEMIC ACHIEVEMENT.","SCR 147","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE UNITED STATES CONGRESS TO GRANT FULL VOTING RIGHTS FOR RESIDENTS OF THE DISTRICT OF COLUMBIA.","SCR 135","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"ENCOURAGING THE UNITED STATES CONGRESS TO ENACT FEDERAL LEGISLATION TO MODERNIZE THE TOXIC SUBSTANCES CONTROL ACT OF 1976 TO STRENGTHEN CHEMICALS MANAGEMENT THROUGH POLICY REFORMS.","SR 5","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE BOARD OF EDUCATION, IN CONSULTATION WITH THE STATE LIBRARIAN, TO EXPLORE THE FEASIBILITY OF ACTIVATING A STATEWIDE LIBRARY ADVISORY COMMISSION.","SR 146","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE UNITED STATES SENATE TO RATIFY THE UNITED NATIONS CONVENTION ON THE RIGHTS OF PERSONS WITH DISABILITIES.","SR 115","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"ENCOURAGING THE DEPARTMENT OF PUBLIC SAFETY TO SERIOUSLY CONSIDER THE ESTABLISHMENT AND IMPLEMENTATION OF A STAND-ALONE REENTRY CENTER IN HONOLULU FOR RECOVERING LOW-RISK CRIMINAL OFFENDERS, WHICH MAY INCLUDE RESIDENTIAL AND DAY-REPORTING PROGRAM OPTIONS.","SR 35","hi","2013 Regular Session","upper","2013-03-01 00:00:00"
"EXPRESSING CONCERN ABOUT THE USE OF HYDRAULIC FRACTURING IN HAWAII.","SR 86","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"RECOGNIZING AND SUPPORTING THE NATIVE HAWAIIAN HOSPITALITY ASSOCIATION FOR THEIR EFFORTS IN PREPARING FOR THE DESIGNATION OF WAIKIKI - KAUHALE O HO'OKIPA AS A HAWAII STATE AND NATIONAL SCENIC BYWAY.","SCR 83","hi","2013 Regular Session","upper","2013-03-07 00:00:00"
"REQUESTING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO NEGOTIATE IN GOOD FAITH TO LEASE THE MAUNA KEA STATE RECREATIONAL AREA AND THE HAPUNA BEACH PARK TO THE COUNTY OF HAWAII.","SR 48","hi","2013 Regular Session","upper","2013-03-07 00:00:00"
"REQUESTING THE BOARD OF EDUCATION AND DEPARTMENT OF EDUCATION TO CONTINUE TO COLLABORATE WITH FAMILY AND COMMUNITY ORGANIZATIONS TO ESTABLISH, IMPLEMENT, AND MONITOR STATEWIDE POLICIES FOR FAMILY-SCHOOL PARTNERSHIPS IN HAWAII'S PUBLIC SCHOOLS.","SR 26","hi","2013 Regular Session","upper","2013-02-28 00:00:00"
"AUTHORIZING THE ISSUANCE OF A NON-EXCLUSIVE EASEMENT COVERING A PORTION OF STATE SUBMERGED LANDS PURSUANT TO SECTION 171-53, HAWAII REVISED STATUTES, RELATING TO RECLAMATION AND DISPOSITION OF SUBMERGED OR RECLAIMED PUBLIC LAND.","SCR 101","hi","2013 Regular Session","upper","2013-03-12 00:00:00"
"AUTHORIZING THE ISSUANCE OF A TERM, NON-EXCLUSIVE EASEMENT COVERING PORTION OF STATE SUBMERGED LANDS AT KAALAEA, KOOLAUPOKO, OAHU, FOR THE MAINTENANCE AND REPAIR OF THE EXISTING SEAWALL, AND FOR USE, MAINTENANCE, AND REPAIR OF THE EXISTING IMPROVEMENTS CONSTRUCTED THEREON.","SCR 22","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"AUTHORIZING THE ISSUANCE OF A TERM, NON-EXCLUSIVE EASEMENT COVERING A PORTION OF STATE SUBMERGED LANDS AT MANELE BAY, LANAI, FOR RENOVATION OF MANELE SMALL BOAT HARBOR.","SCR 158","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE GOVERNOR TO ESTABLISH A WORKING GROUP TO DISCUSS STRATEGIES FOR THE DEVELOPMENT AND EXPANSION OF GEOTHERMAL ENERGY AND TECHNOLOGY.","SR 136","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH AND THE JOHN A. BURNS SCHOOL OF MEDICINE TO CONDUCT A STUDY ON STATES WITH GOOD SAMARITAN LAWS AND THEIR IMPACT ON DECREASING DRUG OVERDOSE DEATHS.","SR 87","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE OFFICE OF PLANNING TO ESTABLISH A WORKING GROUP TO DETERMINE POTENTIAL PARCELS OF LAND UNDER THE OWNERSHIP OF THE STATE OR THE CITY AND COUNTY OF HONOLULU WHERE JURISDICTION SHOULD BE EXCHANGED TO FACILITATE SPECIFIC MISSIONS.","SR 117","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE ESTABLISHMENT OF A WORK GROUP TO EXAMINE SOCIAL DETERMINANTS OF HEALTH AND RISK ADJUSTMENT FOR MEDICAID, GAP-GROUP, AND UNINSURED INDIVIDUALS.","SR 110","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE COORDINATOR ON HOMELESSNESS TO ASSEMBLE A WORKING GROUP TO IDENTIFY INNOVATIVE HOUSING SOLUTIONS FOR HOMELESS NATIVE HAWAIIAN FAMILIES; INVESTIGATE SUITABLE AND AVAILABLE FEDERAL, STATE, COUNTY, AND PRIVATE LAND FOR INNOVATIVE HOUSING PROJECTS; AND PREPARE A PLAN TO DEVELOP A DEMONSTRATION HOUSING PROJECT FOR HOMELESS NATIVE HAWAIIAN FAMILIES THAT CAN SERVE AS A MODEL STATEWIDE.","SR 98","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE DEPARTMENT OF COMMERCE AND CONSUMER AFFAIRS AND THE AMERICAN ASSOCIATION FOR MARRIAGE AND FAMILY THERAPY:  HAWAII DIVISION, TO DEVELOP DRAFT LEGISLATION ESTABLISHING, IMPLEMENTING, AND MONITORING CONTINUING EDUCATION REQUIREMENTS FOR ALL LICENSED MARRIAGE AND FAMILY THERAPISTS IN HAWAII.","SR 88","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF AGRICULTURE TO IMPLEMENT A SCHEDULE OF REDUCED IRRIGATION WATER TOLL RATES AND CHARGES FOR THE ISLAND OF HAWAII AND HAMAKUA DISTRICT THAT DIFFERENTIATES AMONG DIFFERENT IRRIGATION SYSTEM AREAS AND AGRICULTURAL USERS TO PROMOTE THE DEVELOPMENT AND EXPANSION OF HAWAII-GROWN AGRICULTURAL COMMODITIES THROUGH INCREASED USE OF IRRIGATION WATER.","SR 85","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE EXECUTIVE OFFICE ON AGING TO CONTINUE ITS RESEARCH OF THE TIMEBANKING CONCEPT FOR HAWAII'S RESPITE SYSTEM.","SR 77","hi","2013 Regular Session","upper","2013-03-12 00:00:00"
"REQUESTING THE BOARD OF REGENTS AND THE PRESIDENT OF THE UNIVERSITY OF HAWAII TO GIVE PREFERENCE TO LOCAL CANDIDATES WHEN HIRING FOR EXECUTIVE PERSONNEL POSITIONS AT THE UNIVERSITY OF HAWAII.","SR 76","hi","2013 Regular Session","upper","2013-03-12 00:00:00"
"URGING THE DEPARTMENT OF LAND AND NATURAL RESOURCES AND THE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION TO COLLABORATE TO FORM A PERMANENT PLAN TO PROTECT HUMPBACK WHALES FROM VESSEL STRIKES WITHIN THE HAWAIIAN ISLANDS HUMPBACK WHALE NATIONAL MARINE SANCTUARY AND REQUESTING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO REPORT TO THE LEGISLATURE A PLAN TO PROTECT HUMPBACK WHALES AND WHALE-VESSEL CONTACT INFORMATION.","SR 70","hi","2013 Regular Session","upper","2013-03-12 00:00:00"
"REQUESTING THE CONTRACTORS LICENSE BOARD TO CONDUCT AN ASSESSMENT AND PREPARE A REPORT THAT EVALUATES EACH LICENSING CLASSIFICATION UNDER CHAPTER 444, HAWAII REVISED STATUTES.","SR 50","hi","2013 Regular Session","upper","2013-03-07 00:00:00"
"URGING THE INVASIVE SPECIES COUNCIL TO DEVELOP AND IMPLEMENT A COMPREHENSIVE INTERAGENCY PLAN FOR THE CONTROL AND ERADICATION OF ALBIZIA THROUGHOUT THE STATE; STARTING WITH THE ISLAND OF HAWAII, AND TO PARTNER TO UTILIZE ALBIZIA TREES THAT ARE REMOVED AND URGING THE DEPARTMENT OF AGRICULTURE TO INVESTIGATE BIOCONTROL AGENTS FOR THE CONTROL OF ALBIZIA.","SR 41","hi","2013 Regular Session","upper","2013-03-05 00:00:00"
"REQUESTING THE COMPTROLLER TO ESTABLISH A TASK FORCE TO STUDY THE STATE PROCUREMENT CODE AND IDENTIFY AMENDMENTS THAT WOULD INCREASE ECONOMY, EFFICIENCY, EFFECTIVENESS, AND IMPARTIALITY IN THE PROCUREMENT OF PUBLIC WORKS CONSTRUCTION PROJECTS.","SR 58","hi","2013 Regular Session","upper","2013-03-11 00:00:00"
"REQUESTING THE CONTRACTORS LICENSE BOARD TO CONDUCT AN ASSESSMENT AND PREPARE A REPORT THAT EVALUATES EACH LICENSING CLASSIFICATION UNDER CHAPTER 444, HAWAII REVISED STATUTES.","SCR 84","hi","2013 Regular Session","upper","2013-03-07 00:00:00"
"AUTHORIZING THE EXCHANGE AND SALE OF PROPERTY BETWEEN THE STATE OF HAWAII AND NAPOLEON, ET AL., APPROVED BY THE BOARD OF LAND AND NATURAL RESOURCES AT ITS MEETING ON JUNE 8, 2012, UNDER AGENDA ITEM D-11.","SCR 21","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE INSURANCE COMMISSIONER TO CREATE A WORKING GROUP TO STUDY INSURANCE RECOUPMENT.","SCR 129","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE INSURANCE COMMISSIONER TO CONVENE A WORKING GROUP TO EXPLORE THE USE OF ELECTRONIC TRANSMISSION OF INSURANCE NOTICES AND DOCUMENTS.","SCR 159","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"AUTHORIZING THE ISSUANCE OF A TERM, NON-EXCLUSIVE EASEMENT COVERING PORTION OF STATE SUBMERGED LANDS AT KANEOHE, KOOLAUPOKO, OAHU, FOR THE MAINTENANCE AND REPAIR OF THE EXISTING PIER, SEAWALL, AND LANDSCAPING AREA, AND FOR USE, MAINTENANCE, AND REPAIR OF THE EXISTING IMPROVEMENTS CONSTRUCTED THEREON.","SCR 23","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE HAWAII BOARD OF EDUCATION TO REVIEW POLICY NO. 6701 IN LIGHT OF THE STATE'S EFFORT TO RENOVATE AND BUILD TWENTY-FIRST CENTURY SCHOOLS AND TO REPORT ITS RECOMMENDATIONS TO THE LEGISLATURE.","SCR 190","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"ENCOURAGING THE COUNTY OF HAWAII TO CONTINUE NEGOTIATIONS WITH THE PRIVATE LESSEE OF STATE LAND TO MUTUALLY CANCEL THE LEASE OR, ALTERNATIVELY, TO OBTAIN A PUBLIC EASEMENT IN FAVOR OF THE COUNTY TO ALLOW THE COUNTY TO PROCEED WITH ITS PLANS FOR THE WAIMEA TRAILS AND GREENWAYS TRAILHEAD AND COUNTY PARK.","SR 129","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE DEPARTMENT OF LAND AND NATURAL RESOURCES, IN CONSULTATION WITH THE DEPARTMENT OF THE ATTORNEY GENERAL, TO EXPLORE FEASIBLE OPTIONS RELATING TO LIABILITY FOR INJURY OR DAMAGE SUSTAINED WHILE MOUNTAIN CLIMBING, ROCK CLIMBING, RAPPELLING, AND BOULDERING ON PUBLIC LAND.","SR 125","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING CONTINENTAL PACIFIC, LLC, AND THE STATE HISTORIC PRESERVATION DIVISION TO, AMONG OTHER THINGS, PLACE AN IMMEDIATE STAY OF EVICTION TO ALLOW RESIDENTS OF KAHUKU VILLAGE TO REMAIN IN THEIR HOMES UNTIL AN ARCHAEOLOGICAL INVENTORY SURVEY CAN BE COMPLETED FOR THE ENTIRE PROJECT AND ENSURE THAT THE KAHUKU VILLAGE PROJECT ADHERES TO ALL REQUIREMENTS, INCLUDING REQUIREMENTS FOR THE TREATMENT OF BURIAL REMAINS AND FOR CONDOMINIUM PROPERTY REGIMES.","SR 119","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE BOARD OF REGENTS OF THE UNIVERSITY OF HAWAII TO ESTABLISH A THREE-YEAR MORATORIUM ON ANY INCREASES OF RESIDENT TUITION.","SR 151","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE UNIVERSITY OF HAWAII AT HILO TO CONDUCT AN OUTREACH PROGRAM, PERFORM A NEEDS ASSESSMENT, AND ESTABLISH A HIGHER EDUCATION LEARNING CENTER IN THE DISTRICT OF PUNA ON THE ISLAND OF HAWAII.","SR 150","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"RECOGNIZING COMMERCIAL SPACE TRANSPORTATION AS A STRATEGIC AND TIMELY GROWTH INDUSTRY FOR HAWAII AND REQUESTING THE STATE ADMINISTRATION TO TAKE PROACTIVE, COORDINATED, AND SUSTAINED ACTION TO FULLY REALIZE THE SIGNIFICANT SCIENTIFIC, EDUCATIONAL, AND COMMERCIAL BENEFITS THAT SPACE LAUNCH OPERATIONS AND RELATED AEROSPACE ENTERPRISE CAN BRING TO HAWAII.","SR 149","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE HAWAII BOARD OF EDUCATION TO REVIEW POLICY NO. 6701 IN LIGHT OF THE STATE'S EFFORT TO RENOVATE AND BUILD TWENTY-FIRST CENTURY SCHOOLS AND TO REPORT ITS RECOMMENDATIONS TO THE LEGISLATURE.","SR 145","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE STATE TO PURCHASE AGRICULTURAL LAND FROM DOLE FOOD COMPANY, INC.","SR 133","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
