"Action","Bill ID","Date","Actor"
"The Conference Committee recommends that the measure be Passed, with Amendments. The votes were as follows: 5 Ayes: Representative(s) Aquino, Rhoads, Ing, Ichiyama, Thielen; Ayes with reservations: none; 0 Noes: none; and 0 Excused: none.","SB 69","2013-04-26 00:00:00","lower"
"Reported from Conference Committee as amended CD 1 (Conf. Com. Rep. No. 162).","SB 69","2013-04-26 00:00:00","upper"
"48 Hrs. Notice (as amended CD 1) 04-30-13.","SB 69","2013-04-26 00:00:00","upper"
"Reported from Conference Committee (Conf Com. Rep. No. 162) as amended in (CD 1).","SB 69","2013-04-26 00:00:00","lower"
"Forty-eight (48) hours notice, Tuesday 04-30-13.","SB 69","2013-04-26 00:00:00","lower"
"Passed Final Reading, as amended (CD 1). 23 Aye(s); Aye(s) with reservations: none . 1 No(es): Senator(s) Slom.  1 Excused: Senator(s) Kidani.","SB 69","2013-04-30 00:00:00","upper"
"Passed Final Reading as amended in CD 1 with Representative(s) Fukumoto voting aye with reservations; Representative(s) Cabanilla, Fale, McDermott voting no (3) and none excused (0).","SB 69","2013-04-30 00:00:00","lower"
"Received notice of Final Reading (Sen. Com. No. 755).","SB 69","2013-05-01 00:00:00","lower"
"Received notice of passage on Final Reading in House (Hse. Com. No. 761).","SB 69","2013-05-02 00:00:00","upper"
"Enrolled to Governor.","SB 69","2013-05-07 00:00:00","upper"
"Act 254, on 7/2/2013 (Gov. Msg. No. 1357).","SB 69","2013-07-09 00:00:00","lower"
"Act 254, 7/2/2013 (Gov. Msg. No. 1357).","SB 69","2013-07-09 00:00:00","upper"
"Introduced.","SB 68","2013-01-17 00:00:00","upper"
"Passed First Reading.","SB 68","2013-01-17 00:00:00","upper"
"Referred to JDL.","SB 68","2013-01-17 00:00:00","upper"
"The committee(s) on JDL has scheduled a public hearing on 02-05-13 10:00AM in conference room 016.","SB 68","2013-02-01 00:00:00","upper"
"The committee(s) on  JDL deferred the measure until 02-12-13  9:30AM in conference room 016.","SB 68","2013-02-05 00:00:00","upper"
"The committee(s) on  JDL recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in JDL were as follows: 4 Aye(s): Senator(s) Hee, Shimabukuro, Gabbard, Ihara; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SB 68","2013-02-12 00:00:00","upper"
"Reported from JDL (Stand. Com. Rep. No. 496) with recommendation of passage on Second Reading, as amended (SD 1) and placement on the calendar for Third Reading.","SB 68","2013-02-28 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1). ","SB 68","2013-02-28 00:00:00","upper"
"48 Hrs. Notice 03-05-13.","SB 68","2013-02-28 00:00:00","upper"
"Passed Third Reading, as amended (SD 1). Ayes, 25; Aye(s) with reservations: none .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","SB 68","2013-03-05 00:00:00","upper"
"Received from Senate (Sen. Com. No. 66) in amended form (SD 1).","SB 68","2013-03-05 00:00:00","lower"
"Pass First Reading","SB 68","2013-03-07 00:00:00","lower"
"Referred to PBS, JUD, referral sheet 30","SB 68","2013-03-07 00:00:00","lower"
"Re-referred to JUD, referral sheet 39","SB 68","2013-03-18 00:00:00","lower"
"Bill scheduled to be heard by JUD on Friday, 03-22-13  2:00PM in House conference room 325.","SB 68","2013-03-19 00:00:00","lower"
"This measure has been deleted from the meeting scheduled on Friday 03-22-13  2:00PM in conference room 325.","SB 68","2013-03-21 00:00:00","lower"
"Bill scheduled to be heard by JUD on Thursday, 03-28-13  2:00PM in House conference room 325.","SB 68","2013-03-21 00:00:00","lower"
"The committees on JUD recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 7 Ayes: Representative(s) Rhoads, Har, Brower, Tsuji, Wooley, McDermott, Thielen; Ayes with reservations: none;  Noes: none; and 6 Excused: Representative(s) Belatti, Cabanilla, Carroll, Ito, Kawakami, C. Lee.   ","SB 68","2013-03-28 00:00:00","lower"
"Reported from JUD (Stand. Com. Rep. No. 1464) as amended in HD 1, recommending passage on Second Reading and placement on the calendar for Third Reading.","SB 68","2013-04-05 00:00:00","lower"
"Passed Second Reading as amended in HD 1; placed on the calendar for Third Reading with Representative(s) Ohno voting aye with reservations; none voting no (0) and Representative(s) Say, Tokioka excused (2).","SB 68","2013-04-05 00:00:00","lower"
"Passed Third Reading with Representative(s) Har voting aye with reservations; none voting no (0) and none excused (0).  Transmitted to Senate.","SB 68","2013-04-09 00:00:00","lower"
"Received from House (Hse. Com. No. 500).","SB 68","2013-04-11 00:00:00","upper"
"Senate disagrees with House amendments.","SB 68","2013-04-11 00:00:00","upper"
"Received notice of disagreement (Sen. Com. No. 607).","SB 68","2013-04-11 00:00:00","lower"
"Senate Conferees appointed: Hee, Chair; Shimabukuro, Co-Chair(s); Slom.","SB 68","2013-04-15 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 692).","SB 68","2013-04-15 00:00:00","lower"
"House conferees appointed: Rhoads Chair; Belatti, C. Lee, Thielen.","SB 68","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 699).","SB 68","2013-04-16 00:00:00","upper"
"Conference committee meeting scheduled for 04-18-13  2:30PM in conference room 325.","SB 68","2013-04-17 00:00:00","upper"
"Conference committee meeting to reconvene on 04-22-13  1:00PM in conference room 325.","SB 68","2013-04-19 00:00:00","upper"
"The Senate Conference Managers recommend that the Senate agree to the House amendments. The votes of the Senate Conference Managers were as follows: 3 Aye(s): Senator(s) Hee, Shimabukuro, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.","SB 68","2013-04-22 00:00:00","upper"
"Reconsideration of action taken on 04-11-13 in disagreeing to the House amendments.","SB 68","2013-04-24 00:00:00","upper"
"Senate agrees with House amendments.  Placed on the calendar for Final Reading on 04-25-13.","SB 68","2013-04-24 00:00:00","upper"
"One Day Notice 04-25-13.","SB 68","2013-04-24 00:00:00","upper"
"Passed Final Reading. 24 Aye(s); Aye(s) with reservations: none . 0 No(es): none. 1 Excused: Nishihara.","SB 68","2013-04-25 00:00:00","upper"
"Received notice of reconsideration, Senate agreement, and Final Reading (Sen. Com. No. 748).","SB 68","2013-04-25 00:00:00","lower"
"Enrolled to Governor.","SB 68","2013-04-29 00:00:00","upper"
"Notice of intent to veto (Gov. Msg. No. 1237)","SB 68","2013-06-24 00:00:00","lower"
"Notice of Intent to veto dated 06-24-13(Gov. Msg. No. 1237)","SB 68","2013-06-24 00:00:00","upper"
"Became law without the Governor's signature, Act 280, 7/9/2013, (Gov. Msg. No. 1386).","SB 68","2013-07-09 00:00:00","lower"
"Became law without the Governor's signature, Act 280, 7/9/2013, (Gov. Msg. No. 1386).","SB 68","2013-07-09 00:00:00","upper"
"Introduced.","SB 529","2013-01-18 00:00:00","upper"
"Passed First Reading.","SB 529","2013-01-22 00:00:00","upper"
"Referred to HMS, JDL.","SB 529","2013-01-22 00:00:00","upper"
"The committee(s) on HMS added the measure to the public hearing scheduled on 01-29-13  1:30PM in conference room 016.","SB 529","2013-01-24 00:00:00","upper"
"The committee(s) on HMS recommend(s) that the measure be PASSED, UNAMENDED.  The votes in HMS were as follows: 3 Aye(s): Senator(s) Chun Oakland, Green, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Kidani, Taniguchi.","SB 529","2013-01-29 00:00:00","upper"
"Reported from HMS (Stand. Com. Rep. No. 30) with recommendation of passage on Second Reading and referral to JDL.
","SB 529","2013-02-04 00:00:00","upper"
"Report adopted; Passed Second Reading and referred to JDL.","SB 529","2013-02-04 00:00:00","upper"
"The committee(s) on JDL has scheduled a public hearing on 02-22-13 11:30AM in conference room 016.","SB 529","2013-02-20 00:00:00","upper"
"The committee(s) on JDL has scheduled a public hearing on 02-25-13 10:00AM in conference room 016.","SB 529","2013-02-22 00:00:00","upper"
"The committee(s) on  JDL recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in JDL were as follows: 5 Aye(s): Senator(s) Hee, Shimabukuro, Gabbard, Ihara, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.","SB 529","2013-02-25 00:00:00","upper"
"Reported from JDL (Stand. Com. Rep. No. 581) with recommendation of passage on Third Reading, as amended (SD 1).","SB 529","2013-02-28 00:00:00","upper"
"48 Hrs. Notice 03-05-13.","SB 529","2013-02-28 00:00:00","upper"
"Report adopted; Passed Third Reading, as amended (SD  1). Ayes, 25; Aye(s) with reservations: none .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","SB 529","2013-03-05 00:00:00","upper"
"Received from Senate (Sen. Com. No. 162) in amended form (SD 1).","SB 529","2013-03-05 00:00:00","lower"
"Pass First Reading","SB 529","2013-03-07 00:00:00","lower"
"Referred to HUS, JUD, referral sheet 30","SB 529","2013-03-07 00:00:00","lower"
"Bill scheduled to be heard by HUS on Tuesday, 03-12-13  9:30AM in House conference room 329.","SB 529","2013-03-08 00:00:00","lower"
"Broadcast of hearing/briefing available.  See:  www.capitoltv.org","SB 529","2013-03-11 00:00:00","lower"
"The committees on HUS recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 6 Ayes: Representative(s) Carroll, Kobayashi, Belatti, Morikawa, Woodson, Fukumoto; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Cabanilla, Jordan.","SB 529","2013-03-12 00:00:00","lower"
"Reported from HUS (Stand. Com. Rep. No. 1015), recommending passage on Second Reading and referral to JUD.","SB 529","2013-03-19 00:00:00","lower"
"Passed Second Reading and referred to the committee(s) on JUD with none voting aye with reservations; none voting no (0) and none excused (0).","SB 529","2013-03-19 00:00:00","lower"
"Bill scheduled to be heard by JUD on Friday, 03-22-13  2:00PM in House conference room 325.","SB 529","2013-03-19 00:00:00","lower"
"This measure has been deleted from the meeting scheduled on Friday 03-22-13  2:00PM in conference room 325.","SB 529","2013-03-21 00:00:00","lower"
"Bill scheduled to be heard by JUD on Thursday, 03-28-13  2:00PM in House conference room 325.","SB 529","2013-03-21 00:00:00","lower"
"The committees on JUD recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 7 Ayes: Representative(s) Rhoads, Har, Brower, Tsuji, Wooley, McDermott, Thielen; Ayes with reservations: none;  Noes: none; and 6 Excused: Representative(s) Belatti, Cabanilla, Carroll, Ito, Kawakami, C. Lee.   ","SB 529","2013-03-28 00:00:00","lower"
"Reported from JUD (Stand. Com. Rep. No. 1488) as amended in HD 1, recommending passage on Third Reading.","SB 529","2013-04-05 00:00:00","lower"
"Forty-eight (48) hours notice, Tuesday 04-09-13.","SB 529","2013-04-05 00:00:00","lower"
"Passed Third Reading as amended in HD 1 with none voting aye with reservations; none voting no (0) and none excused (0).  Transmitted to Senate.","SB 529","2013-04-09 00:00:00","lower"
"Received from House (Hse. Com. No. 531).","SB 529","2013-04-11 00:00:00","upper"
"Senate disagrees with House amendments.","SB 529","2013-04-11 00:00:00","upper"
"Received notice of disagreement (Sen. Com. No. 607).","SB 529","2013-04-11 00:00:00","lower"
"House conferees appointed: Carroll, Belatti Co-Chairs; Kobayashi, Fukumoto.","SB 529","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 699).","SB 529","2013-04-16 00:00:00","upper"
"Reconsideration of action taken on 04-11-13 in disagreeing to the House amendments.","SB 529","2013-04-16 00:00:00","upper"
"Senate agrees with House amendments.  Placed on the calendar for Final Reading on 04-17-13.","SB 529","2013-04-16 00:00:00","upper"
"One Day Notice 04-17-13.","SB 529","2013-04-16 00:00:00","upper"
"Passed Final Reading. 24 Aye(s); Aye(s) with reservations: none . 0 No(es): none. 1 Excused: Ihara.","SB 529","2013-04-17 00:00:00","upper"
"Received notice of reconsideration, Senate agreement, and Final Reading (Sen. Com. No. 700).","SB 529","2013-04-17 00:00:00","lower"
"Enrolled to Governor.","SB 529","2013-04-17 00:00:00","upper"
"Act 253, on 7/1/2013 (Gov. Msg. No. 1356).","SB 529","2013-07-09 00:00:00","lower"
"Act 253, 7/1/2013 (Gov. Msg. No. 1356).","SB 529","2013-07-09 00:00:00","upper"
"Pending introduction.","HB 654","2013-01-19 00:00:00","lower"
"Introduced and Passed First Reading","HB 654","2013-01-22 00:00:00","lower"
"Referred to HLT, CPC, referral sheet 3","HB 654","2013-01-22 00:00:00","lower"
"Bill scheduled to be heard by HLT on Wednesday, 02-13-13  8:30AM in House conference room 329.","HB 654","2013-02-11 00:00:00","lower"
"The committees on HLT recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 7 Ayes: Representative(s) Belatti, Morikawa, Cabanilla, Jordan, Kobayashi, Woodson, Cheape; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Carroll.   ","HB 654","2013-02-13 00:00:00","lower"
"Reported from HLT (Stand. Com. Rep. No. 502) as amended in HD 1, recommending passage on Second Reading and referral to CPC.","HB 654","2013-02-15 00:00:00","lower"
"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Cabanilla voting aye with reservations; none voting no (0) and Representative(s) Carroll, Coffman, Hanohano, Har, Kawakami, Ward excused (6).","HB 654","2013-02-15 00:00:00","lower"
"Bill scheduled to be heard by CPC on Monday, 02-25-13  2:30PM in House conference room 325.","HB 654","2013-02-20 00:00:00","lower"
"The committee(s) on CPC recommend(s) that the measure be deferred until 02-27-13.","HB 654","2013-02-25 00:00:00","lower"
"Bill scheduled for decision making on Wednesday, 02-27-13  3:00PM in conference room 325.","HB 654","2013-02-25 00:00:00","lower"
"The committees on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 11 Ayes: Representative(s) McKelvey, Kawakami, Belatti, Brower, Cabanilla, Cachola, Ito, Tsuji, Yamane, McDermott, Thielen; Ayes with reservations: none;  Noes: none; and 4 Excused: Representative(s) Carroll, Evans, Har, C. Lee.   ","HB 654","2013-02-27 00:00:00","lower"
"Reported from CPC (Stand. Com. Rep. No. 846) as amended in HD 2, recommending passage on Third Reading.","HB 654","2013-03-01 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 03-05-13.","HB 654","2013-03-01 00:00:00","lower"
"Passed Third Reading as amended in HD 2 with none voting aye with reservations; none voting no (0) and none excused (0).  Transmitted to Senate.","HB 654","2013-03-05 00:00:00","lower"
"Received from House (Hse. Com. No. 248).","HB 654","2013-03-07 00:00:00","upper"
"Passed First Reading.","HB 654","2013-03-07 00:00:00","upper"
"Referred to HRE, CPN.","HB 654","2013-03-07 00:00:00","upper"
"The committee(s) on HRE has scheduled a public hearing on 03-14-13  2:45PM in conference room 414.","HB 654","2013-03-11 00:00:00","upper"
"The committee(s) on  HRE recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HRE were as follows: 5 Aye(s): Senator(s) Taniguchi, Kahele, Keith-Agaran, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Ige, Kidani.","HB 654","2013-03-14 00:00:00","upper"
"Reported from HRE (Stand. Com. Rep. No. 953) with recommendation of passage on Second Reading, as amended (SD 1) and referral to CPN.","HB 654","2013-03-21 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to CPN.","HB 654","2013-03-21 00:00:00","upper"
"The committee(s) on CPN will hold a public decision making on 03-28-13 9:30AM in conference room 229.","HB 654","2013-03-22 00:00:00","upper"
"The committee(s) on CPN recommend(s) that the measure be PASSED, UNAMENDED.  The votes in CPN were as follows: 4 Aye(s): Senator(s) Baker, Nishihara, Solomon, Taniguchi; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Galuteria, Wakai, Slom.","HB 654","2013-03-28 00:00:00","upper"
"Reported from CPN (Stand. Com. Rep. No. 1250) with recommendation of passage on Third Reading.","HB 654","2013-04-03 00:00:00","upper"
"One Day Notice 04-04-13.","HB 654","2013-04-03 00:00:00","upper"
"Report adopted; Passed Third Reading.  Ayes, 23; Aye(s) with reservations: none .  Noes, 0 (none). Excused, 2 (Green, Kidani).  Transmitted to House.","HB 654","2013-04-04 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  449) in amended form (SD 1).","HB 654","2013-04-04 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 654","2013-04-05 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 459).","HB 654","2013-04-09 00:00:00","upper"
